,frame,player1_x,player1_y,player2_x,player2_y,player3_x,player3_y,player4_x,player4_y,time,delta_time1,player1_deltax1,player1_Vx1,player1_deltaVx1,player1_Ax1,player1_deltay1,player1_Vy1,player1_deltaVy1,player1_Ay1,player1_distance,player1_Vnorm1,player1_Anorm1,player2_deltax1,player2_Vx1,player2_deltaVx1,player2_Ax1,player2_deltay1,player2_Vy1,player2_deltaVy1,player2_Ay1,player2_distance,player2_Vnorm1,player2_Anorm1,player3_deltax1,player3_Vx1,player3_deltaVx1,player3_Ax1,player3_deltay1,player3_Vy1,player3_deltaVy1,player3_Ay1,player3_distance,player3_Vnorm1,player3_Anorm1,player4_deltax1,player4_Vx1,player4_deltaVx1,player4_Ax1,player4_deltay1,player4_Vy1,player4_deltaVy1,player4_Ay1,player4_distance,player4_Vnorm1,player4_Anorm1,delta_time2,player1_deltax2,player1_Vx2,player1_deltaVx2,player1_Ax2,player1_deltay2,player1_Vy2,player1_deltaVy2,player1_Ay2,player1_Vnorm2,player1_Anorm2,player2_deltax2,player2_Vx2,player2_deltaVx2,player2_Ax2,player2_deltay2,player2_Vy2,player2_deltaVy2,player2_Ay2,player2_Vnorm2,player2_Anorm2,player3_deltax2,player3_Vx2,player3_deltaVx2,player3_Ax2,player3_deltay2,player3_Vy2,player3_deltaVy2,player3_Ay2,player3_Vnorm2,player3_Anorm2,player4_deltax2,player4_Vx2,player4_deltaVx2,player4_Ax2,player4_deltay2,player4_Vy2,player4_deltaVy2,player4_Ay2,player4_Vnorm2,player4_Anorm2,delta_time3,player1_deltax3,player1_Vx3,player1_deltaVx3,player1_Ax3,player1_deltay3,player1_Vy3,player1_deltaVy3,player1_Ay3,player1_Vnorm3,player1_Anorm3,player2_deltax3,player2_Vx3,player2_deltaVx3,player2_Ax3,player2_deltay3,player2_Vy3,player2_deltaVy3,player2_Ay3,player2_Vnorm3,player2_Anorm3,player3_deltax3,player3_Vx3,player3_deltaVx3,player3_Ax3,player3_deltay3,player3_Vy3,player3_deltaVy3,player3_Ay3,player3_Vnorm3,player3_Anorm3,player4_deltax3,player4_Vx3,player4_deltaVx3,player4_Ax3,player4_deltay3,player4_Vy3,player4_deltaVy3,player4_Ay3,player4_Vnorm3,player4_Anorm3,delta_time4,player1_deltax4,player1_Vx4,player1_deltaVx4,player1_Ax4,player1_deltay4,player1_Vy4,player1_deltaVy4,player1_Ay4,player1_Vnorm4,player1_Anorm4,player2_deltax4,player2_Vx4,player2_deltaVx4,player2_Ax4,player2_deltay4,player2_Vy4,player2_deltaVy4,player2_Ay4,player2_Vnorm4,player2_Anorm4,player3_deltax4,player3_Vx4,player3_deltaVx4,player3_Ax4,player3_deltay4,player3_Vy4,player3_deltaVy4,player3_Ay4,player3_Vnorm4,player3_Anorm4,player4_deltax4,player4_Vx4,player4_deltaVx4,player4_Ax4,player4_deltay4,player4_Vy4,player4_deltaVy4,player4_Ay4,player4_Vnorm4,player4_Anorm4
0,0,-3.1140350877192984,8.026315789473685,2.192982456140351,5.745614035087719,3.6842105263157894,-4.473684210526316,-1.6228070175438596,-3.9473684210526314,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,-3.2017543859649122,7.982456140350878,2.192982456140351,5.657894736842105,3.9035087719298245,-4.56140350877193,-1.4912280701754386,-4.035087719298246,0.04,0.04,-0.08771929824561386,-2.1929824561403466,,,-0.043859649122807376,-1.0964912280701844,,,0.09807315690788553,2.451828922697138,,0.0,0.0,,,-0.08771929824561386,-2.1929824561403466,,,0.08771929824561386,2.1929824561403466,,0.2192982456140351,5.482456140350878,,,-0.08771929824561386,-2.1929824561403466,,,0.23619143890940802,5.9047859727352,,0.13157894736842102,3.289473684210525,,,-0.08771929824561431,-2.1929824561403577,,,0.15813821383614,3.9534553459035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,-3.3771929824561404,7.93859649122807,2.192982456140351,5.614035087719298,3.8596491228070176,-4.517543859649122,-1.2719298245614035,-4.035087719298246,0.08,0.04,-0.17543859649122817,-4.385964912280704,-2.1929824561403573,-54.82456140350893,-0.043859649122807376,-1.0964912280701844,0.0,0.0,0.1808379660358625,4.520949150896562,54.82456140350893,0.0,0.0,0.0,0.0,-0.043859649122807376,-1.0964912280701844,1.0964912280701622,27.412280701754053,0.043859649122807376,1.0964912280701844,27.412280701754053,-0.04385964912280693,-1.0964912280701733,-6.578947368421051,-164.47368421052627,0.043859649122807376,1.0964912280701844,3.289473684210531,82.23684210526328,0.0620269106303991,1.5506727657599775,183.88716920228535,0.2192982456140351,5.482456140350878,2.1929824561403524,54.82456140350881,0.0,0.0,2.1929824561403577,54.824561403508945,0.2192982456140351,5.482456140350878,77.53363828799878,0.08,-0.26315789473684204,-3.289473684210525,,,-0.08771929824561475,-1.0964912280701844,,,3.467409715096909,,0.0,0.0,,,-0.13157894736842124,-1.6447368421052655,,,1.6447368421052655,,0.17543859649122817,2.192982456140352,,,-0.04385964912280649,-0.5482456140350811,,,2.2604745754482782,,0.3508771929824561,4.385964912280701,,,-0.08771929824561431,-1.0964912280701788,,,4.520949150896558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,-3.4649122807017543,8.24561403508772,2.192982456140351,5.5701754385964914,3.8157894736842106,-4.473684210526316,-1.0964912280701755,-4.166666666666667,0.12,0.039999999999999994,-0.08771929824561386,-2.192982456140347,2.192982456140357,54.82456140350893,0.30701754385964897,7.675438596491225,8.77192982456141,219.29824561403527,0.3193030653193208,7.982576632983021,226.0474575448281,0.0,0.0,0.0,0.0,-0.04385964912280649,-1.0964912280701624,2.19824158875781e-14,5.495603971894526e-13,0.04385964912280649,1.0964912280701624,5.495603971894526e-13,-0.04385964912280693,-1.0964912280701735,-2.220446049250313e-16,-5.5511151231257835e-15,0.04385964912280649,1.0964912280701624,-2.19824158875781e-14,-5.495603971894526e-13,0.06202691063039847,1.5506727657599622,5.495884324093249e-13,0.17543859649122795,4.385964912280699,-1.0964912280701782,-27.412280701754458,-0.13157894736842124,-3.2894736842105314,-3.2894736842105314,-82.23684210526329,0.2192982456140351,5.4824561403508785,86.68524287742284,0.07999999999999999,-0.26315789473684204,-3.289473684210526,,,0.2631578947368416,3.2894736842105203,,,4.652018297279914,,0.0,0.0,,,-0.08771929824561386,-1.0964912280701735,,,1.0964912280701735,,-0.08771929824561386,-1.0964912280701735,,,0.08771929824561386,1.0964912280701735,,,1.55067276575997,,0.39473684210526305,4.9342105263157885,,,-0.13157894736842124,-1.6447368421052657,,,5.201114572645361,,0.12,-0.3508771929824559,-2.923976608187133,,,0.21929824561403422,1.827485380116952,,,3.448092519026531,,0.0,0.0,,,-0.17543859649122773,-1.4619883040935644,,,1.4619883040935644,,0.13157894736842124,1.096491228070177,,,0.0,0.0,,,1.096491228070177,,0.5263157894736841,4.385964912280701,,,-0.21929824561403555,-1.827485380116963,,,4.7514619883040945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,-3.508771929824561,8.333333333333334,2.192982456140351,5.5701754385964914,,,-0.9210526315789473,-3.991228070175439,0.16,0.04000000000000001,-0.04385964912280693,-1.096491228070173,1.096491228070174,27.412280701754344,0.08771929824561475,2.1929824561403684,-5.482456140350857,-137.0614035087714,0.09807315690788611,2.4518289226971524,139.77575421032802,0.0,0.0,0.0,0.0,0.0,0.0,1.0964912280701624,27.412280701754057,0.0,0.0,27.412280701754057,,,,,,,,,,,,0.17543859649122817,4.385964912280704,4.440892098500626e-15,1.1102230246251563e-13,0.17543859649122817,4.385964912280704,7.675438596491235,191.88596491228083,0.24810764252159576,6.202691063039893,191.88596491228083,0.08,-0.1315789473684208,-1.64473684210526,1.6447368421052653,20.559210526315816,0.3947368421052637,4.9342105263157965,6.030701754385981,75.38377192982476,5.201114572645366,78.13702200514946,0.0,0.0,0.0,0.0,-0.04385964912280649,-0.5482456140350811,1.0964912280701844,13.706140350877305,0.5482456140350811,13.706140350877305,,,,,,,,,,,0.3508771929824561,4.385964912280701,0.0,0.0,0.04385964912280693,0.5482456140350866,1.6447368421052655,20.55921052631582,4.420097449725081,20.55921052631582,0.12,-0.30701754385964897,-2.5584795321637417,,,0.35087719298245634,2.9239766081871363,,,3.885287212256817,,0.0,0.0,,,-0.08771929824561386,-0.7309941520467822,,,0.7309941520467822,,,,,,,,,,,,0.5701754385964912,4.751461988304094,,,0.04385964912280693,0.3654970760233911,,,4.765498834212463,,0.16,-0.39473684210526283,-2.4671052631578925,,,0.30701754385964897,1.918859649122806,,,3.125480880205968,,0.0,0.0,,,-0.17543859649122773,-1.0964912280701733,,,1.0964912280701733,,,,,,,,,,,,0.7017543859649122,4.385964912280701,,,-0.043859649122807376,-0.2741228070175461,,,4.394522900735032,
5,5,-3.5526315789473686,8.333333333333334,2.192982456140351,5.526315789473684,,,-0.8333333333333334,-4.078947368421052,0.2,0.04000000000000001,-0.043859649122807376,-1.0964912280701842,-1.1102230246251565e-14,-2.775557561562891e-13,0.0,0.0,-2.1929824561403684,-54.8245614035092,0.043859649122807376,1.0964912280701842,54.8245614035092,0.0,0.0,0.0,0.0,-0.043859649122807376,-1.0964912280701842,-1.0964912280701842,-27.4122807017546,0.043859649122807376,1.0964912280701842,27.4122807017546,,,,,,,,,,,,0.08771929824561397,2.192982456140349,-2.192982456140355,-54.824561403508866,-0.08771929824561342,-2.192982456140335,-6.578947368421039,-164.47368421052593,0.12405382126079734,3.1013455315199328,173.37048575484502,0.08000000000000002,-0.08771929824561431,-1.0964912280701786,2.1929824561403475,27.412280701754337,0.08771929824561475,1.0964912280701842,-2.192982456140336,-27.412280701754195,1.550672765759981,38.76681914399914,0.0,0.0,0.0,0.0,-0.043859649122807376,-0.5482456140350921,0.5482456140350814,6.853070175438517,0.5482456140350921,6.853070175438517,,,,,,,,,,,0.26315789473684215,3.289473684210526,-1.6447368421052624,-20.559210526315777,0.08771929824561475,1.0964912280701842,2.74122807017545,34.265350877193114,3.4674097150969097,39.95992252498161,0.12000000000000001,-0.17543859649122817,-1.461988304093568,,,0.3947368421052637,3.2894736842105305,,,3.5997287287266504,,0.0,0.0,,,-0.08771929824561386,-0.7309941520467821,,,0.7309941520467821,,,,,,,,,,,,0.4385964912280701,3.654970760233917,,,-0.04385964912280649,-0.3654970760233874,,,3.6732001539184527,,0.16,-0.35087719298245634,-2.192982456140352,,,0.35087719298245634,2.192982456140352,,,3.1013455315199465,,0.0,0.0,,,-0.13157894736842124,-0.8223684210526327,,,0.8223684210526327,,,,,,,,,,,,0.6578947368421052,4.1118421052631575,,,-0.04385964912280649,-0.27412280701754055,,,4.120969401966257,
6,6,-3.5526315789473686,8.333333333333334,2.1491228070175437,5.526315789473684,3.9035087719298245,-3.5964912280701755,-0.7456140350877193,-3.9473684210526314,0.24,0.03999999999999998,0.0,0.0,1.0964912280701842,27.412280701754618,0.0,0.0,0.0,0.0,0.0,0.0,27.412280701754618,-0.043859649122807376,-1.0964912280701848,-1.0964912280701848,-27.412280701754636,0.0,0.0,1.0964912280701842,27.412280701754618,0.043859649122807376,1.0964912280701848,38.766819143999655,,,,,,,,,,,,0.08771929824561409,2.1929824561403533,4.440892098500626e-15,1.110223024625157e-13,0.1315789473684208,3.2894736842105217,5.482456140350857,137.0614035087715,0.15813821383613968,3.9534553459034947,137.0614035087715,0.07999999999999999,-0.043859649122807376,-0.5482456140350923,1.0964912280701675,13.706140350877096,0.0,0.0,-4.9342105263157965,-61.67763157894746,0.5482456140350923,63.18218515140418,-0.043859649122807376,-0.5482456140350923,-0.5482456140350923,-6.8530701754386545,-0.043859649122807376,-0.5482456140350923,-1.1213252548714081e-14,-1.4016565685892604e-13,0.7753363828799928,6.8530701754386545,,,,,,,,,,,0.17543859649122806,2.192982456140351,-2.19298245614035,-27.41228070175438,0.043859649122807376,0.5482456140350923,5.662137425588298e-15,7.077671781985374e-14,2.26047457544828,27.41228070175438,0.12,-0.08771929824561431,-0.730994152046786,2.1929824561403466,18.274853801169556,0.08771929824561475,0.7309941520467896,-1.0964912280701622,-9.137426900584686,1.0337818438399877,20.431907689142736,-0.043859649122807376,-0.3654970760233948,-0.3654970760233948,-3.0458089668616237,-0.043859649122807376,-0.3654970760233948,1.0964912280701695,9.137426900584746,0.5168909219199952,9.631693653046925,0.08771929824561386,0.7309941520467822,-0.3654970760233949,-3.045808966861624,0.8771929824561404,7.309941520467837,7.309941520467837,60.91617933723198,7.346400307836909,60.99227703003408,0.35087719298245623,2.9239766081871355,-1.4619883040935657,-12.183235867446381,0.21929824561403555,1.827485380116963,3.654970760233926,30.45808966861605,3.4480925190265395,32.80436651519562,0.15999999999999998,-0.17543859649122817,-1.0964912280701762,,,0.3947368421052637,2.4671052631578987,,,2.699796546544989,,-0.043859649122807376,-0.27412280701754616,,,-0.08771929824561386,-0.5482456140350868,,,0.6129572306742846,,0.04385964912280693,0.2741228070175434,,,0.9210526315789469,5.756578947368419,,,5.763101985095567,,0.5263157894736842,3.2894736842105265,,,0.08771929824561431,0.5482456140350895,,,3.334847878452972,
7,7,-3.5526315789473686,8.333333333333334,2.1491228070175437,5.526315789473684,3.9473684210526314,-3.4649122807017543,-0.6578947368421053,-3.8157894736842106,0.28,0.040000000000000036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0964912280701848,27.412280701754597,0.0,0.0,0.0,0.0,0.0,0.0,27.412280701754597,0.04385964912280693,1.0964912280701724,,,0.13157894736842124,3.289473684210528,,,0.13869638860387642,3.467409715096908,,0.08771929824561397,2.1929824561403475,-5.773159728050814e-15,-1.4432899320127022e-13,0.1315789473684208,3.289473684210517,-4.884981308350689e-15,-1.2212453270876712e-13,0.15813821383613963,3.953455345903487,1.8906416838689196e-13,0.08000000000000002,0.0,0.0,1.0964912280701786,13.70614035087723,0.0,0.0,-1.0964912280701842,-13.7061403508773,0.0,19.38340957199976,-0.043859649122807376,-0.5482456140350921,-0.5482456140350921,-6.85307017543865,0.0,0.0,0.5482456140350921,6.85307017543865,0.5482456140350921,9.691704785999905,,,,,,,,,,,0.17543859649122806,2.19298245614035,-1.096491228070176,-13.706140350877197,0.2631578947368416,3.2894736842105194,2.192982456140335,27.412280701754185,3.9534553459034907,30.647861533714043,0.12000000000000002,-0.043859649122807376,-0.3654970760233947,2.192982456140347,18.274853801169556,0.0,0.0,-2.9239766081871363,-24.366471734892798,0.3654970760233947,30.458089668615973,-0.043859649122807376,-0.3654970760233947,-0.3654970760233947,-3.045808966861622,-0.043859649122807376,-0.3654970760233947,0.3654970760233875,3.045808966861562,0.516890921919995,4.307424349333249,,,,,,,,,,,0.26315789473684204,2.1929824561403497,-2.558479532163744,-21.320662768031195,0.17543859649122817,1.4619883040935677,1.0964912280701766,9.137426900584803,2.635636897268997,23.196190015423703,0.16000000000000003,-0.08771929824561431,-0.5482456140350893,,,0.08771929824561475,0.5482456140350921,,,0.7753363828799905,,-0.043859649122807376,-0.27412280701754604,,,-0.043859649122807376,-0.27412280701754604,,,0.38766819143999626,,0.1315789473684208,0.8223684210526299,,,1.0087719298245617,6.304824561403509,,,6.358231088126756,,0.4385964912280702,2.7412280701754383,,,0.35087719298245634,2.192982456140352,,,3.5104847792943255,
8,8,-3.5526315789473686,8.421052631578947,2.1491228070175437,5.5701754385964914,3.991228070175439,-3.3333333333333335,-0.5263157894736842,-2.982456140350877,0.32,0.03999999999999998,0.0,0.0,0.0,0.0,0.08771929824561298,2.1929824561403253,2.1929824561403253,54.824561403508156,0.08771929824561298,2.1929824561403253,54.824561403508156,0.0,0.0,0.0,0.0,0.043859649122807376,1.0964912280701848,1.0964912280701848,27.412280701754636,0.043859649122807376,1.0964912280701848,27.412280701754636,0.043859649122807376,1.0964912280701848,1.2434497875801753e-14,3.10862446895044e-13,0.1315789473684208,3.2894736842105217,-6.217248937900877e-15,-1.55431223447522e-13,0.13869638860387615,3.467409715096906,3.475547814546184e-13,0.13157894736842113,3.2894736842105297,1.0964912280701822,27.412280701754568,0.8333333333333335,20.833333333333346,17.54385964912283,438.59649122807093,0.8436571956873398,21.091429892183506,439.452290073504,0.08000000000000002,0.0,0.0,0.5482456140350923,6.853070175438653,0.08771929824561298,1.096491228070162,1.096491228070162,13.706140350877021,1.096491228070162,15.323930766856984,0.0,0.0,0.5482456140350923,6.853070175438653,0.043859649122807376,0.5482456140350921,1.0964912280701844,13.706140350877302,0.5482456140350921,15.323930766857234,0.08771929824561431,1.0964912280701786,,,0.26315789473684204,3.2894736842105248,,,3.4674097150969065,,0.2192982456140351,2.7412280701754383,0.5482456140350873,6.8530701754385905,0.9649122807017543,12.061403508771926,11.513157894736834,143.91447368421038,12.36898483846324,144.0775496273891,0.12,0.0,0.0,1.461988304093568,12.1832358674464,0.08771929824561298,0.7309941520467749,-2.558479532163756,-21.3206627680313,0.7309941520467749,24.556096942917225,-0.043859649122807376,-0.3654970760233948,-0.3654970760233948,-3.0458089668616237,0.043859649122807376,0.3654970760233948,1.0964912280701768,9.137426900584808,0.5168909219199952,9.631693653046984,,,,,,,,,,,0.3070175438596492,2.5584795321637435,-1.0964912280701737,-9.137426900584781,1.096491228070175,9.137426900584792,9.50292397660818,79.19103313840151,9.488855983733309,79.71644936831379,0.16,-0.043859649122807376,-0.2741228070175461,2.1929824561403466,13.706140350877165,0.08771929824561298,0.5482456140350811,-1.370614035087725,-8.56633771929828,0.6129572306742795,16.162933682936885,-0.043859649122807376,-0.2741228070175461,-0.2741228070175461,-1.7132675438596632,0.0,0.0,1.0964912280701733,6.8530701754385825,0.2741228070175461,7.063983048275861,,,,,,,,,,,0.39473684210526316,2.4671052631578947,-1.9188596491228065,-11.992872807017541,1.0087719298245617,6.30482456140351,6.578947368421057,41.118421052631604,6.770333900892803,42.831688596491254
9,9,-3.5964912280701755,8.333333333333334,2.1491228070175437,5.482456140350878,4.12280701754386,-3.4210526315789473,,,0.36,0.03999999999999998,-0.04385964912280693,-1.0964912280701737,-1.0964912280701737,-27.41228070175436,-0.08771929824561298,-2.1929824561403253,-4.3859649122806506,-109.64912280701631,0.09807315690788453,2.451828922697114,113.02372877241274,0.0,0.0,0.0,0.0,-0.08771929824561386,-2.1929824561403475,-3.2894736842105323,-82.23684210526335,0.08771929824561386,2.1929824561403475,82.23684210526335,0.1315789473684208,3.2894736842105217,2.192982456140337,54.82456140350845,-0.08771929824561386,-2.1929824561403475,-5.48245614035087,-137.0614035087718,0.15813821383613957,3.9534553459034916,147.6196493183798,,,,,,,,,,,,0.07999999999999996,-0.04385964912280693,-0.5482456140350869,-0.5482456140350869,-6.85307017543859,0.0,0.0,0.0,0.0,0.5482456140350869,6.85307017543859,0.0,0.0,0.5482456140350921,6.8530701754386545,-0.04385964912280649,-0.5482456140350813,-0.5482456140350813,-6.8530701754385195,0.5482456140350813,9.691704785999816,0.17543859649122817,2.1929824561403533,,,0.04385964912280693,0.5482456140350869,,,2.260474575448281,,,,,,,,,,,,0.12,-0.04385964912280693,-0.3654970760233911,0.3654970760233949,3.045808966861624,0.0,0.0,-0.7309941520467896,-6.0916179337232474,0.3654970760233911,6.810635896380995,0.0,0.0,0.3654970760233948,3.0458089668616237,-0.04385964912280649,-0.36549707602338743,7.382983113757291e-15,6.152485928131077e-14,0.36549707602338743,3.0458089668616237,0.2192982456140351,1.8274853801169593,1.096491228070177,9.13742690058481,0.17543859649122817,1.4619883040935682,-5.847953216374269,-48.732943469785575,2.3403231861962173,49.58217774153176,,,,,,,,,,,0.15999999999999998,-0.04385964912280693,-0.2741228070175434,1.9188596491228085,11.992872807017555,0.0,0.0,-2.192982456140352,-13.706140350877202,0.2741228070175434,18.21228380745384,-0.043859649122807376,-0.27412280701754616,-0.27412280701754616,-1.7132675438596636,-0.04385964912280649,-0.2741228070175406,0.5482456140350922,3.426535087719327,0.3876681914399925,3.83098269171431,,,,,,,,,,,,,,,,,,,,
